Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,15396,-,-,-,26.65,71.65,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2004,1,1,0,0,0,0,0,0,0,0,2,11.282615971765097,982.1939086914062,56.156820508991146,174.75327786901295,0,3.1663084030151367,N/A
2004,1,1,1,0,0,0,0,0,0,0,2,10.790697003074172,982.257568359375,57.95191878423495,169.54407993340644,0,2.947585105895996,N/A
2004,1,1,2,0,0,0,0,0,0,0,2,10.362474772386804,982.1421508789062,59.44812294178961,156.3412470903236,0,2.876171588897705,N/A
2004,1,1,3,0,0,0,0,0,0,0,2,9.97801857797623,982.0401611328125,60.71015565243236,142.94616493198896,0,2.8357741832733154,N/A
2004,1,1,4,0,0,0,0,0,0,0,2,9.644016147766933,982.2078857421875,61.60655267275489,129.62595407861832,0,2.7537453174591064,N/A
2004,1,1,5,0,0,0,0,0,0,0,-5,12.13521899467355,986.8854370117188,28.11970510733716,116.42831073693053,0,2.2592854499816895,N/A
2004,1,1,6,0,0,0,0,0,0,0,-6,11.754908073498825,987.3094482421875,28.243423718378004,103.58367484726614,0,2.558196783065796,N/A
2004,1,1,7,0,0,0,0,0,0,0,-5,12.359392215883929,987.876220703125,27.689814880413476,91.18127469376144,0,2.902487277984619,N/A
2004,1,1,8,0,80,272,130,76,303,132,-4,15.096983509758957,988.8356323242188,25.144456578234216,79.44992275463892,0,2.996262550354004,N/A
2004,1,1,9,0,127,548,326,127,548,326,-3,17.73244534511406,989.9111328125,23.509469294460622,68.75481705543098,0,2.744123697280884,N/A
2004,1,1,10,0,156,673,496,156,673,496,-2,21.26651457354518,990.0139770507812,19.955067504837732,59.66891126000796,0,3.302208423614502,N/A
2004,1,1,11,0,172,729,611,172,737,615,-2,23.470632488391004,989.0935668945312,17.936859499284843,53.03796474172778,0,3.470689058303833,N/A
2004,1,1,12,0,224,605,615,179,761,670,-2,24.375321187164502,988.1259765625,17.277582404550444,49.859100691861514,0,3.337716579437256,N/A
2004,1,1,13,0,215,620,607,177,755,654,-2,24.50053537480278,987.3995971679688,17.074007776005224,50.788004388738486,0,3.0793380737304688,N/A
2004,1,1,14,0,166,709,567,166,715,570,-2,23.924684967198345,986.6004638671875,17.27536218572179,55.61849877914372,0,2.7970433235168457,N/A
2004,1,1,15,0,143,627,424,145,629,427,-3,22.64586815036597,986.1395263671875,17.802407863710513,63.461929902062316,0,2.6524555683135986,N/A
2004,1,1,16,0,144,308,233,108,462,241,-3,20.458047720033846,986.2332763671875,19.721133926274657,73.35161468957133,0,2.593966007232666,N/A
2004,1,1,17,0,33,3,34,40,135,53,-3,17.753146164073428,986.620361328125,22.838456202469413,84.56344902185332,0,2.670426368713379,N/A
2004,1,1,18,0,0,0,0,0,0,0,-4,16.66862288490711,986.8652954101562,23.545959423518834,96.63034384001514,0,2.747206449508667,N/A
2004,1,1,19,0,0,0,0,0,0,0,-5,15.830540057319354,987.5516357421875,23.006166545588115,109.25307441998513,0,2.62487530708313,N/A
2004,1,1,20,0,0,0,0,0,0,0,-5,15.044400336857848,987.8487548828125,23.272254470322647,122.2436410424184,0,2.4683780670166016,N/A
2004,1,1,21,0,0,0,0,0,0,0,-6,14.336338807204015,988.023193359375,23.16508029024225,135.47304560456826,0,2.339982509613037,N/A
2004,1,1,22,0,0,0,0,0,0,0,-6,13.650469590771706,987.7766723632812,24.30384218109527,148.83939885394315,0,2.23757266998291,N/A
2004,1,1,23,0,0,0,0,0,0,0,-6,13.03357391462589,987.2192993164062,24.698490757189703,162.211483800586,0,2.1677722930908203,N/A
2004,1,2,0,0,0,0,0,0,0,0,-6,12.456623903137086,987.061279296875,26.531112987624734,174.72043384467617,0,2.1725516319274902,N/A
2004,1,2,1,0,0,0,0,0,0,0,-6,11.922932496887142,987.2534790039062,26.2880329812548,169.56137990533585,0,2.2958452701568604,N/A
2004,1,2,2,0,0,0,0,0,0,0,-6,11.391329417334589,986.7131958007812,27.491056402580423,156.3624752252546,0,2.4206738471984863,N/A
2004,1,2,3,0,0,0,0,0,0,0,-6,10.869552560920113,986.5452880859375,28.649815382623856,142.96732930394788,0,2.5244030952453613,N/A
2004,1,2,4,0,0,0,0,0,0,0,-6,10.379918921831859,986.5464477539062,30.565389157613858,129.6461440996007,0,2.590355634689331,N/A
2004,1,2,5,0,0,0,0,0,0,0,-5,9.935910156619173,987.3712768554688,32.40954872327312,116.50440064947281,0,2.6059558391571045,N/A
2004,1,2,6,0,0,0,0,0,0,0,-5,9.510868441476077,987.6246948242188,34.43066182592754,103.65156016419701,0,2.5939433574676514,N/A
2004,1,2,7,0,0,0,0,0,0,0,-5,10.186621842573004,988.469482421875,33.89118450709661,91.23832999418728,0,2.5434772968292236,N/A
2004,1,2,8,0,80,290,133,77,316,135,-4,13.236212454486065,989.3045654296875,29.574178970942654,79.4925499452741,0,2.3530306816101074,N/A
2004,1,2,9,0,124,548,323,129,566,334,-3,16.20382703410661,990.1538696289062,26.242664783413698,68.7780248810706,0,2.007159471511841,N/A
2004,1,2,10,0,152,665,488,158,693,508,-2,20.06797339703951,990.1040649414062,22.209621469356783,59.666103615619626,0,2.0026819705963135,N/A
2004,1,2,11,0,160,751,612,175,757,630,-2,22.974496809673724,989.08154296875,18.006975699862345,53.00215149485574,0,2.1870639324188232,N/A
2004,1,2,12,0,167,768,663,181,781,686,-2,24.155541154524542,988.3737182617188,16.548865190232636,49.78693911863647,0,2.124232530593872,N/A
2004,1,2,13,0,163,770,651,179,774,670,-3,24.370449629897564,987.4564819335938,15.92600655198419,50.684434250611936,0,2.1762657165527344,N/A
2004,1,2,14,0,188,672,569,168,732,584,-3,23.787401792659523,986.9191284179688,15.974763509228792,55.49474729624173,0,2.2601091861724854,N/A
2004,1,2,15,0,184,437,381,147,645,437,-3,22.337854102711105,986.8865966796875,16.902543286487006,63.328561952627936,0,2.453739881515503,N/A
2004,1,2,16,0,126,322,219,110,475,248,-3,20.14164662178996,987.1878662109375,19.40354938743762,73.21526499324212,0,2.749054193496704,N/A
2004,1,2,17,0,36,9,37,42,144,56,-3,17.537675762420122,987.9076538085938,24.085070191290992,84.42753011864559,0,3.241060256958008,N/A
2004,1,2,18,0,0,0,0,0,0,0,-3,16.401917314349248,988.490966796875,26.122009261627415,96.49635354139036,0,3.757878065109253,N/A
2004,1,2,19,0,0,0,0,0,0,0,-3,15.480476004408786,989.3147583007812,27.82253416330417,109.12163442377783,0,4.089315891265869,N/A
2004,1,2,20,0,0,0,0,0,0,0,-3,14.669966090952641,989.8089599609375,29.38404745734211,122.11483154884576,0,4.4002580642700195,N/A
2004,1,2,21,0,0,0,0,0,0,0,-2,13.869085506220188,989.7353515625,31.00446642418881,135.34653633111319,0,4.531052112579346,N/A
2004,1,2,22,0,0,0,0,0,0,0,-3,13.083844147451487,989.4016723632812,32.32046520624985,148.71418144852456,0,4.515641689300537,N/A
