Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,15396,-,-,-,26.65,71.65,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Snow Depth,Wind Speed,
2007,1,1,0,0,0,0,0,0,0,0,-15,10.246778329018014,986.7565307617188,14.177923332878548,174.85015154198473,0,3.674280881881714,N/A
2007,1,1,1,0,0,0,0,0,0,0,-16,9.719922860268014,986.4230346679688,14.562316814877377,169.49038588378914,0,3.5294084548950195,N/A
2007,1,1,2,0,0,0,0,0,0,0,-16,9.244446298713854,986.1420288085938,14.855273355590711,156.27640810367168,0,3.458375930786133,N/A
2007,1,1,3,0,0,0,0,0,0,0,-16,8.792486548067359,986.2487182617188,15.108798999482065,142.88157378346767,0,3.4301531314849854,N/A
2007,1,1,4,0,0,0,0,0,0,0,-16,8.352220158687544,986.1787109375,15.377463700154676,129.56422368638218,0,3.3646039962768555,N/A
2007,1,1,5,0,0,0,0,0,0,0,-1,11.353920780951455,986.9719848632812,40.21029721804316,116.44772477594205,0,2.0343661308288574,N/A
2007,1,1,6,0,0,0,0,0,0,0,-1,11.018488290834,987.8010864257812,41.389153794837,103.60091701277344,0,2.090080738067627,N/A
2007,1,1,7,0,0,0,0,0,0,0,-1,11.73705074105851,988.6405029296875,40.61940507394633,91.19565622243255,0,2.189615249633789,N/A
2007,1,1,8,0,80,229,122,75,317,133,0,14.486983277458307,989.469482421875,35.50524954648828,79.46050105686345,0,2.0601089000701904,N/A
2007,1,1,9,0,140,474,312,125,559,328,0,17.13399115456849,989.9385986328125,33.06045051577332,68.76029094904766,0,1.6320886611938477,N/A
2007,1,1,10,0,162,613,472,154,683,499,2,20.564452017717258,990.089599609375,30.10566925735902,59.6675679188184,0,1.5260530710220337,N/A
2007,1,1,11,0,177,684,589,170,746,618,2,23.326637001485608,989.1209106445312,25.68833344191542,53.028008698942664,0,1.863158941268921,N/A
2007,1,1,12,0,195,679,633,176,770,673,3,24.35568022870069,988.005126953125,24.980039790216043,49.839712132631036,0,1.8732609748840332,N/A
